Line,Element ID,Quantity,Pick a Brick name,LEGO colour,Design ID,Part (booklet name),Evidence,Last Pick a Brick price (USD),Price seen,Over 10 needed,"If not found, try element ID",Other element IDs,Backup: BrickLink item / colour,Pick a Brick search
11,329826,68,ROOF TILE 2X3/25°,Black,3298,Slope 33 3 x 2,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,yes,,,3298 / Black,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=329826
12,303926,18,ROOF TILE 2X2/45°,Black,3039,Slope 45 2 x 2,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,yes,,,3039 / Black,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=303926
13,306926,15,FLAT TILE 1X2,Black,3069,Tile 1 x 2,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.07,2022,yes,,,3069 / Black,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=306926
14,243126,9,FLAT TILE 1X4,Black,2431,Tile 1 x 4,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.13,2022,,,,2431 / Black,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=243126
15,663626,1,FLAT TILE 1X6,Black,6636,Tile 1 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,,,,6636 / Black,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=663626
16,416226,11,FLAT TILE 1X8,Black,4162,Tile 1 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,yes,,,4162 / Black,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=416226
17,306826,4,FLAT TILE 2X2,Black,3068,Tile 2 x 2,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.08,2022,,,,3068 / Black,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=306826
18,6284070,4,"FLAT TILE 1X1, ROUND",Black,35381,Tile Round 1 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.04,2022,,,6139403,98138 / Black,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6284070
19,4113915,5,BRICK 1X1,Brick Yellow,3005,Brick 1 x 1,On Pick a Brick (late-2025 listing),0.07,late 2025,,,300505,3005 / Tan,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4113915
20,6148262,6,PROFILE BRICK 1X2 SINGLE GRO.,Brick Yellow,98283,Brick 1 x 2 with Masonry Profile,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,,,,98283 / Tan,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6148262
21,307021,2,FLAT TILE 1X1,Bright Red,3070,Tile 1 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026 (including sets listed for 2027),0.06,2022,,,,3070 / Red,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=307021
22,6229130,13,"PLANT, W/ PLATE 1X1, NO. 1",Dark Green,32607,Plant Plate Round 1 x 1 with 3 Leaves,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.06,2022,yes,,,32607 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6229130
23,302328,2,PLATE 1X2,Dark Green,3023,Plate 1 x 2,On Pick a Brick (late-2025 listing),0.07,late 2025,,,,3023 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=302328
24,366628,1,PLATE 1X6,Dark Green,3666,Plate 1 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,,,,3666 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=366628
25,346028,13,PLATE 1X8,Dark Green,3460,Plate 1 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.18,2022,yes,,,3460 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=346028
26,383228,1,PLATE 2X10,Dark Green,3832,Plate 2 x 10,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.25,2022,,,,3832 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=383228
27,302228,1,PLATE 2X2,Dark Green,3022,Plate 2 x 2,On Pick a Brick (late-2025 listing),0.09,late 2025,,,,3022 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=302228
28,302028,1,PLATE 2X4,Dark Green,3020,Plate 2 x 4,On Pick a Brick (late-2025 listing),0.14,late 2025,,,,3020 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=302028
29,303428,1,PLATE 2X8,Dark Green,3034,Plate 2 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.25,2022,,,,3034 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=303428
30,4116671,1,PLATE 4X6,Dark Green,3032,Plate 4 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.43,2022,,,,3032 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4116671
31,4277361,5,PLATE 4X8,Dark Green,3035,Plate 4 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.46,2022,,,,3035 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4277361
32,4507311,9,PLATE 6X8,Dark Green,3036,Plate 6 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.67,2022,,,303628 303678,3036 / Green,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4507311
33,4211098,35,BRICK 1X1,Dark Stone Grey,3005,Brick 1 x 1,On Pick a Brick (late-2025 listing),0.07,late 2025,yes,,,3005 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211098
34,4211088,15,BRICK 1X2,Dark Stone Grey,3004,Brick 1 x 2,On Pick a Brick (late-2025 listing),0.1,late 2025,yes,,,3004 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211088
35,6000311,14,Profile brick 1x2 single gro.,Dark Stone Grey,98283,Brick 1 x 2 with Masonry Profile,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,yes,,,98283 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6000311
36,4211104,11,BRICK 1X3,Dark Stone Grey,3622,Brick 1 x 3,On Pick a Brick (late-2025 listing),0.14,late 2025,yes,,,3622 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211104
37,4211103,30,BRICK 1X4,Dark Stone Grey,3010,Brick 1 x 4,On Pick a Brick (late-2025 listing),0.16,late 2025,yes,,,3010 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211103
38,4211100,24,BRICK 1X6,Dark Stone Grey,3009,Brick 1 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.25,2022,yes,,,3009 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211100
39,4211099,30,BRICK 1X8,Dark Stone Grey,3008,Brick 1 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.29,2022,yes,,,3008 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211099
40,4210719,1,PLATE 1X1,Dark Stone Grey,3024,Plate 1 x 1,On Pick a Brick (late-2025 listing),0.05,late 2025,,,,3024 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4210719
41,4257526,3,PLATE 1X10,Dark Stone Grey,4477,Plate 1 x 10,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.18,2022,,,4210816,4477 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4257526
42,4211133,1,PLATE 1X3,Dark Stone Grey,3623,Plate 1 x 3,On Pick a Brick (late-2025 listing),0.07,late 2025,,,,3623 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211133
43,4211001,1,PLATE 1X4,Dark Stone Grey,3710,Plate 1 x 4,On Pick a Brick (late-2025 listing),0.1,late 2025,,,,3710 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211001
44,4211056,1,PLATE 1X6,Dark Stone Grey,3666,Plate 1 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,,,,3666 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211056
45,6004927,6,PLATE 16X16,Dark Stone Grey,91405,Plate 16 x 16,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,3.04,2022,,,,91405 / Dark Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6004927
46,4517996,7,PLATE 1X1 ROUND,Light Purple,6141,Plate Round 1 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.06,2022,,,,4073 / Bright Pink,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4517996
47,6209684,4,FLOWER 1X1,Medium Lavender,24866,Plant Flower 1 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.06,2022,,,,24866 / Medium Lavender,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6209684
48,4211389,21,BRICK 1X1,Medium Stone Grey,3005,Brick 1 x 1,On Pick a Brick (late-2025 listing),0.07,late 2025,yes,,,3005 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211389
49,4211388,1,BRICK 1X2,Medium Stone Grey,3004,Brick 1 x 2,On Pick a Brick (late-2025 listing),0.1,late 2025,,,,3004 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211388
50,6000066,29,Profile brick 1x2 single gro.,Medium Stone Grey,98283,Brick 1 x 2 with Masonry Profile,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,yes,,,98283 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6000066
51,4211394,2,BRICK 1X4,Medium Stone Grey,3010,Brick 1 x 4,On Pick a Brick (late-2025 listing),0.16,late 2025,,,,3010 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211394
52,4211385,4,BRICK 2X4,Medium Stone Grey,3001,Brick 2 x 4,On Pick a Brick (late-2025 listing),0.21,late 2025,,,,3001 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211385
53,4211429,2,PLATE 1X3,Medium Stone Grey,3623,Plate 1 x 3,On Pick a Brick (late-2025 listing),0.07,late 2025,,,3623194,3623 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211429
54,4211445,1,PLATE 1X4,Medium Stone Grey,3710,Plate 1 x 4,On Pick a Brick (late-2025 listing),0.1,late 2025,,,,3710 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211445
55,4211425,1,PLATE 1X8,Medium Stone Grey,3460,Plate 1 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.18,2022,,,,3460 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211425
56,4211406,1,PLATE 2X8,Medium Stone Grey,3034,Plate 2 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.25,2022,,,,3034 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211406
57,4243797,1,PLATE 4X4,Medium Stone Grey,3031,Plate 4 x 4,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.21,2022,,,4211403,3031 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4243797
58,4211407,1,PLATE 4X8,Medium Stone Grey,3035,Plate 4 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.46,2022,,,,3035 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211407
59,4211474,2,PLATE 6X6,Medium Stone Grey,3958,Plate 6 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.5,2022,,,,3958 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211474
60,4211408,2,PLATE 6X8,Medium Stone Grey,3036,Plate 6 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.67,2022,,,,3036 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211408
61,4211415,3,FLAT TILE 1X1,Medium Stone Grey,3070,Tile 1 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.06,2022,,,,3070 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211415
62,4211414,11,FLAT TILE 1X2,Medium Stone Grey,3069,Tile 1 x 2,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.07,2022,yes,,,3069 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211414
63,4558169,3,FLAT TILE 1x3,Medium Stone Grey,63864,Tile 1 x 3,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.11,2022,,,,63864 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4558169
64,4211549,3,FLAT TILE 1X6,Medium Stone Grey,6636,Tile 1 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,,,,6636 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211549
65,4211481,11,FLAT TILE 1X8,Medium Stone Grey,4162,Tile 1 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,yes,,,4162 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211481
66,4211413,3,FLAT TILE 2X2,Medium Stone Grey,3068,Tile 2 x 2,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.08,2022,,,,3068 / Light Bluish Gray,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211413
67,4211183,2,ROUND BRICK 1X1,Reddish Brown,3062,Brick Round 1 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.06,2022,,,,3062 / Reddish Brown,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211183
68,4211152,1,PLATE 1X3,Reddish Brown,3623,Plate 1 x 3,On Pick a Brick (late-2025 listing),0.07,late 2025,,,,3623 / Reddish Brown,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211152
69,4221590,1,PLATE 1X6,Reddish Brown,3666,Plate 1 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,,,,3666 / Reddish Brown,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4221590
70,4216945,1,PLATE 1X8,Reddish Brown,3460,Plate 1 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.18,2022,,,,3460 / Reddish Brown,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4216945
71,4211247,1,PLATE 2X6,Reddish Brown,3795,Plate 2 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.19,2022,,,,3795 / Reddish Brown,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211247
72,4211211,1,PLATE 2X8,Reddish Brown,3034,Plate 2 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.25,2022,,,,3034 / Reddish Brown,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4211211
73,6001824,5,BRICK 1X1,Sand Yellow,3005,Brick 1 x 1,On Pick a Brick (late-2025 listing),0.07,late 2025,,,4497070,3005 / Dark Tan,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6001824
74,4646577,3,Profile brick 1x2 single gro.,Sand Yellow,98283,Brick 1 x 2 with Masonry Profile,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,,,,98283 / Dark Tan,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4646577
75,6524697,9,(not listed),Transparent,7179,Glass for Window 1 x 2 x 2,Not on the Pick a Brick listings checked; in LEGO sets in 2026,,,,,4521209 4537946 4542078 4552035 6024020 6254552 6514136,60601 / Trans-Clear,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6524697
76,6581359,5,(not listed),Transparent,35287,Glass for Window 1 x 2 x 3,Not on the Pick a Brick listings checked; in LEGO sets in 2026,,,,,4536998 6252258,60602 / Trans-Clear,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6581359
77,6514236,1,(not listed),Transparent Yellow,35390,Brick Round 1 x 1,Not on the Pick a Brick listings checked; in LEGO sets in 2026,,,,,3006844 306244 6238674,3062 / Trans-Yellow,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6514236
78,6274740,2,"FLAT TILE 1X1, ROUND",Transparent Yellow,35380,Tile Round 1 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.04,2022,,6514193,4650500,98138 / Trans-Yellow,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6274740
79,300501,54,BRICK 1X1,White,3005,Brick 1 x 1,On Pick a Brick (late-2025 listing),0.07,late 2025,yes,6552096,300551 6548258,3005 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=300501
80,6055541,3,BRICK 1X1X3,White,14716,Brick 1 x 1 x 3,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.14,2022,,6548277,,14716 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6055541
81,287701,2,PROFILE BRICK 1X2,White,2877,Brick 1 x 2 with Grille,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.11,2022,,6552093,,2877 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=287701
82,300801,2,BRICK 1X8,White,3008,Brick 1 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.29,2022,,6550134,,3008 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=300801
83,6047813,1,FENCE 1X4X2 W. 4 KNOBS,White,15332,Fence Spindled 1 x 4 x 2,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.36,2022,,6615529,,15332 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6047813
84,302301,3,PLATE 1X2,White,3023,Plate 1 x 2,On Pick a Brick (late-2025 listing),0.07,late 2025,,6552100,6548261,3023 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=302301
85,346001,3,PLATE 1X8,White,3460,Plate 1 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.18,2022,,6550141,,3460 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=346001
86,383201,1,PLATE 2X10,White,3832,Plate 2 x 10,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.25,2022,,6552109,,3832 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=383201
87,244501,2,PLATE 2X12,White,2445,Plate 2 x 12,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.35,2022,,6552091,,2445 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=244501
88,302001,2,PLATE 2X4,White,3020,Plate 2 x 4,On Pick a Brick (late-2025 listing),0.14,late 2025,,6552098,,3020 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=302001
89,303501,1,PLATE 4X8,White,3035,Plate 4 x 8,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.46,2022,,6609533,,3035 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=303501
90,4528341,3,PLATE 6X10,White,3033,Plate 6 x 10,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.86,2022,,,303301,3033 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4528341
91,4144012,5,PLATE 6X6,White,3958,Plate 6 x 6,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.5,2022,,6552116,395801,3958 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4144012
92,428601,23,ROOF TILE 1X3/25°,White,4286,Slope 33 3 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.11,2022,yes,,,4286 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=428601
93,4121932,6,ROOF TILE 1X2/45°,White,3040,Slope 45 2 x 1,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.11,2022,,6552115,304001,3040 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=4121932
94,243101,1,FLAT TILE 1X4,White,2431,Tile 1 x 4,In Pick a Brick Bestseller range (2022 listing); still in LEGO sets in 2026,0.13,2022,,6548255,,2431 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=243101
95,6550187,9,(not listed),White,79128,Window 1 x 2 x 2 Frame,Not on the Pick a Brick listings checked; in LEGO sets in 2026,,,,,4521210 6382045,60592 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6550187
96,6468341,5,(not listed),White,3662,Window 1 x 2 x 3 Frame,Not on the Pick a Brick listings checked; in LEGO sets in 2026,,,,,4536521,60593 / White,https://www.lego.com/en-us/pick-and-build/pick-a-brick?query=6468341
